"coded_country","affAnx","affBor","affCalm","affContent","affDepr","affEnerg","affExc","affNerv","affExh","affInsp","affRel","PLRAC19","PLRAEco","disc01","disc02","disc03","jbInsec01","jbInsec02","jbInsec03","jbInsec04","employstatus_1","employstatus_2","employstatus_3","employstatus_4","employstatus_5","employstatus_6","employstatus_7","employstatus_8","employstatus_9","employstatus_10","PFS01","PFS02","PFS03","fail01","fail02","fail03","happy","lifeSat","MLQ","c19NormShould","c19NormDo","c19IsStrict","c19IsPunish","c19IsOrg","trustGovCtry","trustGovState","gender","age","edu","c19ProSo01","c19ProSo02","c19ProSo03","c19ProSo04"
"Hong Kong S.A.R.",2.70984455958549,2.96891191709845,2.88082901554404,2.49740932642487,2.48704663212435,2.40932642487047,2.09326424870466,2.62176165803109,2.74611398963731,2.19170984455959,2.65284974093264,3.2279792746114,4.58031088082902,1.0880829015544,1.13989637305699,-1.09844559585492,-0.233160621761658,0.217616580310881,0.367875647668394,-0.549222797927461,0.160621761658031,0.124352331606218,0.227979274611399,0.0932642487046632,0.0362694300518135,0.0155440414507772,0.0103626943005181,0.0103626943005181,0.430051813471503,0.0518134715025907,-0.0155440414507772,0.647668393782383,-0.264248704663212,0.367875647668394,-0.33160621761658,0.766839378238342,5.57512953367876,3.45077720207254,-0.0518134715025907,1.63730569948187,0.849740932642487,3.47668393782383,3.40414507772021,3.49222797927461,2.04663212435233,2.76165803108808,1.3419689119171,2.00518134715026,4.94818652849741,0.880829015544041,0.409326424870466,0.55440414507772,0.160621761658031
"Hungary",2.75090252707581,2.29963898916967,2.93501805054152,2.54151624548736,2.76895306859206,2.61371841155235,2.23104693140794,2.74007220216606,2.58483754512635,2.54873646209386,2.99638989169675,3.90974729241877,4.21660649819495,0.794223826714801,0.84115523465704,-0.772563176895307,-0.415162454873646,0.24187725631769,-0.0794223826714801,-0.732851985559567,0.11913357400722,0.126353790613718,0.205776173285199,0.0505415162454874,0.0685920577617329,0.0541516245487365,0.0252707581227437,0,0.574007220216607,0.0324909747292419,-0.667870036101083,0.23826714801444,-0.624548736462094,-0.140794223826715,-0.859205776173285,0.122743682310469,6.5884476534296,4.31768953068592,0.895306859205776,1.83393501805054,1.22382671480144,3.92779783393502,2.81949458483755,4.01805054151625,2.5884476534296,3.46931407942238,1.1913357400722,1.82671480144404,3.92057761732852,0.570397111913357,0.101083032490975,0.660649819494585,1.15523465703971
"India",2.66176470588235,3.29411764705882,3.14705882352941,2.69117647058824,2.16176470588235,2.66176470588235,2.01470588235294,2.38235294117647,2.44117647058824,2.44117647058824,2.80882352941176,3.38235294117647,4.36764705882353,0.735294117647059,1.11764705882353,-0.5,-0.411764705882353,0.617647058823529,0.235294117647059,-0.779411764705882,0.117647058823529,0.132352941176471,0.367647058823529,0.102941176470588,0.0735294117647059,0.0147058823529412,0.0294117647058824,0,0.25,0.0147058823529412,-0.25,0.279411764705882,-0.661764705882353,-0.632352941176471,-1.10294117647059,0.0441176470588235,5.76470588235294,4.01470588235294,0.764705882352941,2.39705882352941,1.82352941176471,4.51470588235294,3.94117647058824,3.98529411764706,3.38235294117647,3.14705882352941,1.55882352941176,2.33823529411765,5.70588235294118,1.30882352941176,1.73529411764706,0.808823529411765,1.11764705882353
"Indonesia",2.97491525423729,3.33627118644068,3.10983050847458,2.57559322033898,2.12271186440678,3,2.82576271186441,2.29898305084746,2.58915254237288,2.92135593220339,3.04813559322034,3.60610169491525,4.70169491525424,0.764067796610169,0.747118644067797,-0.247457627118644,-0.56135593220339,0.693559322033898,-0.176271186440678,-0.715254237288136,0.170847457627119,0.164067796610169,0.219661016949153,0.0738983050847458,0.0467796610169492,0.148474576271186,0.016271186440678,0.00745762711864407,0.324067796610169,0.0216949152542373,0.166779661016949,0.68271186440678,0.0128813559322034,-0.0366101694915254,-0.599322033898305,0.581016949152542,6.95050847457627,4.37694915254237,1.55932203389831,2.22440677966102,1.64271186440678,4.30372881355932,3.60542372881356,4.15864406779661,3.47796610169492,3.2535593220339,1.51254237288136,2.32135593220339,3.91186440677966,1.33559322033898,1.71661016949153,0.844745762711864,1.05084745762712
"Iran",2.88725490196078,3.05392156862745,2.84313725490196,2.25490196078431,2.37254901960784,2.51960784313725,1.91176470588235,2.50980392156863,2.82352941176471,2.42156862745098,2.84313725490196,3.79411764705882,4.54901960784314,0.642156862745098,0.897058823529412,-1.06862745098039,-0.367647058823529,0.338235294117647,0.446078431372549,-0.602941176470588,0.122549019607843,0.132352941176471,0.147058823529412,0.0833333333333333,0.102941176470588,0.0931372549019608,0.0294117647058824,0.00490196078431373,0.259803921568627,0.0245098039215686,0.0343137254901961,0.82843137254902,0.0686274509803922,1.11274509803922,0.132352941176471,0.725490196078431,5.42156862745098,3.87254901960784,0.21078431372549,2.23039215686275,0.995098039215686,3.36274509803922,2.98529411764706,3.24019607843137,2.45588235294118,3.23529411764706,1.56372549019608,2.19607843137255,4.92156862745098,0.593137254901961,0.191176470588235,0.269607843137255,1.00490196078431
"Iraq",2.73684210526316,2.26315789473684,3.31578947368421,2.73684210526316,2.31578947368421,2.94736842105263,2.63157894736842,2.47368421052632,2.05263157894737,2.68421052631579,2.57894736842105,2.78947368421053,3.31578947368421,0.789473684210526,0.578947368421053,-0.526315789473684,-0.894736842105263,0.842105263157895,-0.105263157894737,-0.631578947368421,0.0526315789473684,0.157894736842105,0.210526315789474,0.105263157894737,0.0526315789473684,0.105263157894737,0.0526315789473684,0.0526315789473684,0.263157894736842,0.0526315789473684,0.157894736842105,0.421052631578947,0.263157894736842,0.894736842105263,0.421052631578947,0.526315789473684,5.31578947368421,4.42105263157895,1.57894736842105,2.52631578947368,1.36842105263158,3.94736842105263,3.36842105263158,3.52631578947368,2.94736842105263,2.94736842105263,1.84210526315789,2.94736842105263,4.52631578947368,0.842105263157895,1.63157894736842,0.631578947368421,0.842105263157895
"Ireland",2.66666666666667,2.14285714285714,3.0952380952381,2.71428571428571,2,2.57142857142857,1.76190476190476,2.52380952380952,2.57142857142857,2.47619047619048,2.57142857142857,3.85714285714286,3.47619047619048,0.571428571428571,1,-0.142857142857143,-0.666666666666667,0.761904761904762,-0.333333333333333,-0.571428571428571,0.0476190476190476,0.333333333333333,0.333333333333333,0.0476190476190476,0,0.0476190476190476,0.142857142857143,0.0476190476190476,0.142857142857143,0,-0.619047619047619,0.238095238095238,-0.857142857142857,-0.714285714285714,-0.857142857142857,-0.0952380952380952,6.47619047619048,4.19047619047619,0.80952380952381,2.52380952380952,1.52380952380952,4.38095238095238,3.14285714285714,4.38095238095238,3.33333333333333,3.14285714285714,1.28571428571429,2.9047619047619,5.09523809523809,1.38095238095238,1.47619047619048,1.38095238095238,2.23809523809524
"Israel",3.12962962962963,2.66666666666667,3.07407407407407,2.92592592592593,2.12962962962963,2.51851851851852,2.12962962962963,2.92592592592593,3.07407407407407,2.68518518518519,2.64814814814815,3.66666666666667,4.07407407407407,1.18518518518519,1.16666666666667,-0.648148148148148,-0.888888888888889,0.907407407407407,-0.333333333333333,-0.740740740740741,0.185185185185185,0.148148148148148,0.351851851851852,0.0740740740740741,0.0185185185185185,0.0740740740740741,0.0555555555555556,0,0.203703703703704,0.111111111111111,0.0925925925925926,0.555555555555556,-0.314814814814815,-0.314814814814815,-0.222222222222222,0.111111111111111,7.05555555555556,4.72222222222222,1.66666666666667,2.46296296296296,0.888888888888889,4.22222222222222,3.88888888888889,3.81481481481481,2.98148148148148,3.03703703703704,1.38888888888889,2.92592592592593,5.27777777777778,1.27777777777778,1.24074074074074,1.2037037037037,1.24074074074074
"Italy",2.60708534621578,2.66908212560386,2.65056360708535,2.10950080515298,2.13123993558776,2.36070853462158,1.68196457326892,2.59098228663446,2.3768115942029,2.23671497584541,2.44766505636071,3.40096618357488,4.31159420289855,0.669887278582931,0.98792270531401,-0.557971014492754,-0.296296296296296,0.234299516908213,0.243156199677939,-0.51610305958132,0.111916264090177,0.166666666666667,0.179549114331723,0.0917874396135266,0.0442834138486312,0.0950080515297907,0.144927536231884,0.0072463768115942,0.227858293075684,0.0169082125603865,-0.239935587761675,0.469404186795491,-0.337359098228663,0.0853462157809984,-0.268115942028986,0.375201288244767,5.90016103059581,3.94122383252818,0.561191626409018,1.92109500805153,1.24959742351047,4.35104669887279,3.87761674718196,3.88325281803543,2.8743961352657,2.97262479871176,1.40740740740741,3.21658615136876,4.4975845410628,0.833333333333333,0.830917874396135,0.486312399355878,1.81239935587762
"Jamaica",3,3.16666666666667,3.16666666666667,2.5,2.33333333333333,2.83333333333333,1.66666666666667,2.66666666666667,2.16666666666667,2.16666666666667,2.66666666666667,4.33333333333333,4.5,0.5,1,-0.333333333333333,-1,0.833333333333333,-0.666666666666667,-1.16666666666667,0.166666666666667,0.166666666666667,0.833333333333333,0,0,0,0,0,0,0.166666666666667,0,0.833333333333333,-0.5,-0.666666666666667,-0.166666666666667,0.166666666666667,6.83333333333333,4.5,0.5,2.5,1,4.33333333333333,4,3.66666666666667,3.5,2.5,1.16666666666667,4,5.16666666666667,0,1.5,0.833333333333333,2
"Japan",3.23370233702337,2.70848708487085,2.89175891758918,2.31980319803198,2.31488314883149,2.6309963099631,1.86223862238622,2.72570725707257,2.44649446494465,2.20172201722017,2.68388683886839,4.06642066420664,4.70971709717097,0.537515375153752,0.825338253382534,-0.528905289052891,-0.378843788437884,0.180811808118081,0.553505535055351,-0.619926199261993,0.145141451414514,0.142681426814268,0.277982779827798,0.046740467404674,0.0713407134071341,0.124231242312423,0.105781057810578,0.018450184501845,0.142681426814268,0.00492004920049201,0.428044280442804,0.53259532595326,-0.302583025830258,0.206642066420664,0.124231242312423,0.483394833948339,6.00246002460025,3.64329643296433,0.120541205412054,1.14022140221402,0.854858548585486,2.93726937269373,2.87822878228782,3.14391143911439,2.28536285362854,2.48462484624846,1.54981549815498,3.46740467404674,4.15744157441574,0.274292742927429,-0.0836408364083641,-0.521525215252153,-0.388683886838868
"Jordan",3.33333333333333,2.66666666666667,3.16666666666667,3.33333333333333,2.83333333333333,2.66666666666667,2,2.83333333333333,2.83333333333333,2.33333333333333,3.16666666666667,3.66666666666667,3.83333333333333,1,1.33333333333333,-0.333333333333333,-0.5,0.5,0.333333333333333,-0.5,0.166666666666667,0.333333333333333,0.166666666666667,0.166666666666667,0,0,0,0,0.166666666666667,0.166666666666667,-0.5,0.666666666666667,-0.833333333333333,-0.5,-0.666666666666667,0,6,3.83333333333333,0.666666666666667,2.83333333333333,0.666666666666667,5,4.16666666666667,3.66666666666667,4,3,1,2.16666666666667,5.33333333333333,1.5,1.66666666666667,1.83333333333333,2.16666666666667
"Kazakhstan",2.35542168674699,2.50803212851406,3.08433734939759,2.73895582329317,2.04016064257028,2.65863453815261,1.94779116465863,2.32931726907631,2.07028112449799,2.33132530120482,2.76305220883534,3.08835341365462,4.66867469879518,0.817269076305221,0.819277108433735,-0.377510040160643,-0.56425702811245,0.536144578313253,0.0441767068273092,-0.857429718875502,0.172690763052209,0.188755020080321,0.335341365461847,0.0943775100401606,0.0883534136546185,0.102409638554217,0.0100401606425703,0.00602409638554217,0.0903614457831325,0.0140562248995984,-0.170682730923695,0.734939759036145,-0.244979919678715,-0.0180722891566265,-0.586345381526104,0.228915662650602,6.88152610441767,4.05823293172691,0.869477911646586,1.98393574297189,0.654618473895582,4.13855421686747,3.6004016064257,3.47991967871486,3.1144578313253,2.64457831325301,1.45180722891566,2.56224899598394,4.90160642570281,0.327309236947791,-0.0200803212851406,-0.251004016064257,0.389558232931727
"Kenya",1.5,1.5,2.5,2.5,2,3,2.5,2.5,3,2,3,4.5,4,0,0,0,0,0.5,0,-1,0,0,0.5,0,0,0,0,0,0.5,0,-1.5,0,-1.5,-1,-2,0,6.5,4.5,1,2,2,5.5,5.5,5,3,2.5,1,2.5,6,1.5,1.5,-0.5,2.5
"Kosovo",1.99211045364892,2.59763313609467,3.24852071005917,3.38067061143984,1.68047337278107,2.96252465483235,1.93293885601578,2.50098619329389,2.63510848126233,2.68441814595661,2.86193293885602,3.64299802761341,4.15976331360947,0.00394477317554241,0.489151873767258,0.510848126232742,-0.500986193293886,0.516765285996055,-0.0946745562130177,-0.715976331360947,0.118343195266272,0.0808678500986193,0.181459566074951,0.118343195266272,0.0571992110453649,0.0591715976331361,0.0157790927021696,0.00788954635108481,0.512820512820513,0.0335305719921105,-0.351084812623274,0.443786982248521,-0.325443786982249,0.0532544378698225,-0.842209072978304,0.299802761341223,6.57988165680473,4.56804733727811,1.63510848126233,1.67258382642998,1.12623274161736,4.1577909270217,3.58974358974359,4.37080867850099,3.32741617357002,3.14792899408284,1.17751479289941,1.75739644970414,4.60157790927022,1.2741617357002,1.17948717948718,0.465483234714004,1.13806706114398
"Kuwait",4,5,3,2.5,2.5,2.5,2,4.5,3,2,1.5,4.5,5.5,2,0.5,-1.5,0,-1,1,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,2,-0.5,0,1.5,0.5,3,4,1,2.5,0.5,2.5,4,2.5,3.5,3,1,1,3.5,2,2,1,-1
"Laos",3,1,2,3,2,2,3,2,3,2,1,4,2,0,1,0,-2,2,-1,-2,0,0,1,0,0,0,0,0,0,0,-2,-1,-2,0,2,-1,6,3,0,3,1,2,4,3,3,3,1,3,5,1,1,1,1
"Latvia",3,2,3,3,4,3,3,3,4,3,3,6,8,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,1,5,3,0,3,0,4,6,4,3,3,1,1,2,3,1,1,3
"Lebanon",2.83333333333333,2.16666666666667,3.16666666666667,2.83333333333333,2.66666666666667,2.5,2.33333333333333,3,2.83333333333333,2.5,1.83333333333333,3.5,4,0.666666666666667,1,-0.666666666666667,-1.66666666666667,1.33333333333333,-0.833333333333333,-1.5,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0.333333333333333,0,-0.666666666666667,0.666666666666667,-0.666666666666667,-0.166666666666667,-1.16666666666667,0.666666666666667,6.16666666666667,4.33333333333333,1.83333333333333,1.5,1.5,5,3.5,4.16666666666667,2.83333333333333,3.16666666666667,1.16666666666667,2.66666666666667,5.16666666666667,1,0.833333333333333,-0.333333333333333,0.5
"Libya",4,3,2,3,1,1,1,4,1,1,1,4,6,1,1,-1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,0,0,0,6,6,2,3,3,5,5,2,3,3,2,3,2,0,1,2,2
"Lithuania",2.8,2.3,3.2,2.5,2.1,2.9,1.9,2.5,2.2,2,3.1,4.1,4.2,0.2,0.1,-0.3,-0.4,0.2,0.1,-0.9,0.2,0.4,0.3,0.1,0.1,0.2,0,0,0.2,0,-0.4,0.2,-1.1,-0.5,-1.2,0.1,6.5,3.9,-0.1,2.1,1.7,3.8,3.4,4,3.1,2.9,1.6,2.4,5,0.1,0,0.1,0.7
"Luxembourg",2.07692307692308,2.30769230769231,3.53846153846154,3.23076923076923,1.76923076923077,3.07692307692308,2.46153846153846,1.84615384615385,2,2.46153846153846,3.30769230769231,3.92307692307692,3.69230769230769,0.538461538461538,0.769230769230769,-0.230769230769231,-1.07692307692308,1,-0.461538461538462,-1.53846153846154,0.153846153846154,0.230769230769231,0.461538461538462,0.0769230769230769,0,0,0.0769230769230769,0,0,0.0769230769230769,-0.692307692307692,-0.384615384615385,-1.15384615384615,-1.15384615384615,-0.846153846153846,-0.461538461538462,6.46153846153846,4.84615384615385,1.53846153846154,2.30769230769231,1.84615384615385,4.69230769230769,4.07692307692308,4.30769230769231,3.38461538461538,3.38461538461538,1.07692307692308,3.07692307692308,5.46153846153846,1.69230769230769,1.30769230769231,1.30769230769231,1.92307692307692
"Malaysia",2.53035714285714,2.79285714285714,3.23214285714286,2.93214285714286,2.0875,2.75714285714286,2.26607142857143,2.28928571428571,2.61964285714286,2.69285714285714,3.1625,3.3,4.31785714285714,0.746428571428571,0.989285714285714,-0.191071428571429,-0.369642857142857,0.510714285714286,0.148214285714286,-0.775,0.214285714285714,0.151785714285714,0.282142857142857,0.075,0.0589285714285714,0.0732142857142857,0.0464285714285714,0.00535714285714286,0.214285714285714,0.0535714285714286,-0.257142857142857,0.548214285714286,-0.503571428571429,-0.507142857142857,-0.923214285714286,-0.025,6.14107142857143,4.0875,0.969642857142857,2.35,1.90892857142857,4.62321428571429,4.39642857142857,4.53928571428571,3.775,3.4,1.29464285714286,2.60892857142857,5.01428571428571,1.40357142857143,1.62142857142857,1.07678571428571,1.31071428571429
"Mali",1.71428571428571,3.14285714285714,3.14285714285714,3.71428571428571,2,3.14285714285714,1.14285714285714,2.42857142857143,2.71428571428571,2.57142857142857,2.71428571428571,3.85714285714286,4.71428571428571,-0.142857142857143,0.571428571428571,0.857142857142857,-0.571428571428571,0.571428571428571,-0.571428571428571,-0.571428571428571,0.285714285714286,0,0,0,0.285714285714286,0.142857142857143,0,0,0.714285714285714,0,0,0.714285714285714,-0.142857142857143,-0.428571428571429,-0.714285714285714,0.428571428571429,6.85714285714286,5.14285714285714,1.71428571428571,2,1.85714285714286,4,3.28571428571429,4.28571428571429,3.57142857142857,3.42857142857143,1,1.71428571428571,4.71428571428571,0.714285714285714,0.428571428571429,-0.142857142857143,0.142857142857143
"Malta",2,1,2,3,2,2,2,2,1,3,3,6,5,0,1,-1,-1,1,1,-2,1,0,0,0,0,0,0,0,0,0,-1,0,-2,-1,-2,0,8,4,1,2,2,5,3,6,4,4,1,2,7,1,2,2,2
"Mauritius",3,2,3,1,1,2,2,3,3,3,3,6,8,1,0,0,2,-1,2,2,1,0,0,0,0,0,0,0,0,0,0,2,-1,0,-2,1,7,5,3,3,1,5,5,3,3,3,1,2,6,3,0,-1,0
"Mexico",2.84615384615385,2.15384615384615,2.92307692307692,3.03846153846154,1.65384615384615,2.23076923076923,1.80769230769231,2.57692307692308,2.46153846153846,2.19230769230769,2.5,3.73076923076923,5,1.03846153846154,1.11538461538462,-0.961538461538462,-0.576923076923077,0.461538461538462,0.653846153846154,-1.07692307692308,0.230769230769231,0.192307692307692,0.423076923076923,0.0769230769230769,0,0.192307692307692,0.0769230769230769,0,0.0384615384615385,0,0.192307692307692,0.846153846153846,-0.153846153846154,0.5,-1,0.538461538461538,6.65384615384615,4.11538461538461,1.42307692307692,2,1.53846153846154,2.61538461538462,1.53846153846154,3.07692307692308,2.65384615384615,2.96153846153846,1.23076923076923,3.26923076923077,5.53846153846154,0.923076923076923,1.26923076923077,0.115384615384615,1.76923076923077
"Moldova",2.5625,2.4375,3.125,2.5625,2.4375,3.0625,2.375,2.5625,2.375,2.3125,3.0625,3,4.8125,0.625,0.6875,-0.8125,-0.4375,0.1875,-0.0625,-0.75,0.125,0.0625,0.0625,0.0625,0.0625,0.1875,0.125,0,0.5,0,-0.0625,0.6875,0.0625,0.375,0,0.5,6.875,4.3125,1.0625,2.4375,1,4.0625,3.5625,3.25,2.875,3.0625,1.1875,1.9375,4.4375,0.625,-0.125,-0.25,0.8125
"Mongolia",4,3,3,3,3,4,2,4,3,3,3,6,6,1,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,-1,1,4,5,0,2,3,5,4,5,4,3,1,3,6,1,2,2,3
"Montenegro",2.8,2.4,3,2.6,1.8,3.4,3.2,3,2.2,2.8,2.8,3.6,2.8,0.6,0.4,-1,-0.8,0.8,0,-0.8,0,0.2,0.2,0.2,0,0,0,0,0.6,0,-1.4,1,-1.4,0,-1,-0.2,7.6,4.4,2.2,2,1.2,5.2,4.8,3.6,3.6,2.8,1.4,1.6,5,0.6,0.6,-1.2,0.4
"Morocco",2.92857142857143,2.92857142857143,2.67857142857143,2.07142857142857,2.10714285714286,2.25,1.82142857142857,3,2.35714285714286,2.21428571428571,1.89285714285714,3.92857142857143,4,0.75,0.75,-0.642857142857143,-0.178571428571429,0.107142857142857,0.214285714285714,-0.178571428571429,0.214285714285714,0.142857142857143,0.142857142857143,0.214285714285714,0,0.0714285714285714,0.0357142857142857,0,0.25,0,0.428571428571429,0.678571428571429,0.178571428571429,0.392857142857143,0.0714285714285714,0.285714285714286,4.71428571428571,3.46428571428571,1,2.53571428571429,1.46428571428571,4.46428571428571,4.07142857142857,3.60714285714286,3.03571428571429,3.07142857142857,1.71428571428571,2.39285714285714,4.57142857142857,1.21428571428571,1.82142857142857,1.10714285714286,1.39285714285714
"Myanmar",2,2,3,4,1,3,1,2,1,2,3,2,4,0,1,1,-2,2,-1,0,0,0,1,0,0,0,0,0,0,0,-2,1,-2,-2,-2,-2,7,5,3,3,3,5,1,3,3,3,1,6,5,1,2,1,2
"Nepal",4,4,2,1,3,1,1,4,5,1,2,2,3,2,2,-2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-2,-2,-2,4,2,-3,3,2,3,3,3,3,3,1,1,5,2,2,0,0
"Netherlands",2.06444906444906,2.13513513513514,3.33212058212058,3.18866943866944,2.07016632016632,2.96725571725572,2.12058212058212,2.13721413721414,2.17671517671518,2.67775467775468,3.08679833679834,4.0483367983368,3.61226611226611,0.314449064449064,0.441268191268191,0.0899168399168399,-0.600831600831601,0.528586278586279,-0.339397089397089,-0.834719334719335,0.14033264033264,0.303014553014553,0.191268191268191,0.0504158004158004,0.025987525987526,0.053014553014553,0.117983367983368,0.0597713097713098,0.135135135135135,0.0431392931392931,-0.602910602910603,0.0654885654885655,-1.18607068607069,-0.672557172557173,-0.746881496881497,0.177234927234927,6.8950103950104,4.52079002079002,0.6502079002079,1.56392931392931,1.43139293139293,4.23856548856549,3.59095634095634,4.46101871101871,3.24168399168399,3.1018711018711,1.40176715176715,3.32276507276507,4.50051975051975,1.02079002079002,0.291060291060291,0.68035343035343,1.40540540540541
"New Zealand",2.7,1.95,2.65,2.45,2.2,2.55,2.05,2.85,2.8,2.3,2.55,3.25,4.1,0.55,1,-0.15,-1.05,1,-0.35,-0.9,0.15,0.25,0.45,0,0,0,0.1,0,0.1,0,-0.5,0.45,-0.85,-1.1,-0.9,-0.05,6.9,4.7,1.4,2.55,1.85,5.15,4.1,5.2,3.8,3.5,1.35,3.35,5.3,1.8,1.45,1.4,2.4
"Nigeria",2.33333333333333,4,3.33333333333333,2,3.33333333333333,4.33333333333333,3.66666666666667,4,2.33333333333333,2.33333333333333,3,2.33333333333333,6,1,1,0.333333333333333,-1,0,0.666666666666667,-1.66666666666667,0,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0.666666666666667,1,0.333333333333333,1,0,0.666666666666667,6.66666666666667,4.66666666666667,2,2.33333333333333,0.333333333333333,3.33333333333333,3.66666666666667,3,3,3,2,2.33333333333333,5.33333333333333,2.33333333333333,2,2.66666666666667,2.66666666666667
"Norway",2.88888888888889,2.55555555555556,2.44444444444444,3,2.55555555555556,2.44444444444444,1.77777777777778,2.44444444444444,2.77777777777778,2.55555555555556,2.44444444444444,3.77777777777778,4.22222222222222,0.444444444444444,0.333333333333333,-0.333333333333333,-0.555555555555556,0.666666666666667,-0.444444444444444,-0.777777777777778,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0,0.111111111111111,0.111111111111111,0,0.333333333333333,0.111111111111111,-0.888888888888889,-0.444444444444444,-1.22222222222222,-0.555555555555556,-0.555555555555556,0.444444444444444,5.66666666666667,4.33333333333333,0.777777777777778,2.11111111111111,1.11111111111111,4.66666666666667,4.11111111111111,4.77777777777778,3.22222222222222,3.33333333333333,1.11111111111111,2.11111111111111,4.66666666666667,1.55555555555556,0.555555555555556,1.22222222222222,2.11111111111111
"Oman",1,1,3,4,1,5,4,1,4,4,4,3,2,0,1,1,-2,2,-2,0,0,0,1,0,0,0,0,0,0,0,-2,-1,-2,-2,-2,-2,8,6,2,2,1,4,3,4,3,3,2,5,5,1,1,1,2
"Pakistan",2.8004158004158,2.86486486486486,3.1975051975052,2.72557172557173,2.53014553014553,3.04158004158004,2.6049896049896,2.34719334719335,2.65280665280665,2.71517671517672,3.04781704781705,2.82536382536383,3.52182952182952,0.528066528066528,0.756756756756757,-0.282744282744283,-0.411642411642412,0.48024948024948,-0.0602910602910603,-0.43035343035343,0.112266112266112,0.0748440748440748,0.122661122661123,0.11018711018711,0.0893970893970894,0.0665280665280665,0.027027027027027,0.0145530145530146,0.467775467775468,0.0291060291060291,-0.118503118503119,0.43035343035343,-0.0249480249480249,-0.0415800415800416,-0.494802494802495,0.386694386694387,6.41372141372141,4.24116424116424,0.916839916839917,1.13097713097713,0.571725571725572,3.87110187110187,3.46777546777547,3.61746361746362,3.13513513513514,3.05197505197505,1.2972972972973,1.48856548856549,5.14553014553015,1.32224532224532,1.39293139293139,0.910602910602911,1.03742203742204
"Palestine",3,3.73684210526316,2.57894736842105,2.52631578947368,2.52631578947368,2.89473684210526,2.63157894736842,3.10526315789474,2.73684210526316,2.26315789473684,2.21052631578947,2.84210526315789,3.68421052631579,1.15789473684211,0.473684210526316,-0.368421052631579,-0.684210526315789,0.789473684210526,-0.263157894736842,-0.578947368421053,0.210526315789474,0.105263157894737,0.421052631578947,0.0526315789473684,0,0.105263157894737,0,0,0.105263157894737,0,-0.210526315789474,0.263157894736842,-0.578947368421053,0.105263157894737,0.263157894736842,0.526315789473684,6.26315789473684,4.73684210526316,1.73684210526316,2.36842105263158,1.05263157894737,3.84210526315789,3.78947368421053,3.31578947368421,3,3,1.42105263157895,2.36842105263158,4.84210526315789,0.631578947368421,1.31578947368421,0.368421052631579,0.684210526315789
