"coded_country","affAnx","affBor","affCalm","affContent","affDepr","affEnerg","affExc","affNerv","affExh","affInsp","affRel","PLRAC19","PLRAEco","disc01","disc02","disc03","jbInsec01","jbInsec02","jbInsec03","jbInsec04","employstatus_1","employstatus_2","employstatus_3","employstatus_4","employstatus_5","employstatus_6","employstatus_7","employstatus_8","employstatus_9","employstatus_10","PFS01","PFS02","PFS03","fail01","fail02","fail03","happy","lifeSat","MLQ","c19NormShould","c19NormDo","c19IsStrict","c19IsPunish","c19IsOrg","trustGovCtry","trustGovState","gender","age","edu","c19ProSo01","c19ProSo02","c19ProSo03","c19ProSo04"
"Panama",4,2.33333333333333,1.66666666666667,2,3.66666666666667,2.33333333333333,1.33333333333333,4,2,2,1.66666666666667,4.66666666666667,5.66666666666667,1.66666666666667,2,-1.33333333333333,-0.333333333333333,-0.333333333333333,0.666666666666667,-0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,-0.333333333333333,1,-1,0.333333333333333,-0.333333333333333,0.333333333333333,5.33333333333333,3.66666666666667,-0.666666666666667,2.66666666666667,2.33333333333333,4.66666666666667,3.33333333333333,4,2.66666666666667,2.66666666666667,1.33333333333333,3.33333333333333,6,1.33333333333333,1.33333333333333,0.666666666666667,2.33333333333333
"Peru",3.05376344086022,2.56989247311828,2.8010752688172,2.58064516129032,2.08602150537634,2.47849462365591,2.36559139784946,2.59139784946237,2.90322580645161,2.60752688172043,2.5,4,4.46236559139785,0.913978494623656,1.09139784946237,-0.903225806451613,-0.209677419354839,0.155913978494624,0.419354838709677,-0.435483870967742,0.139784946236559,0.134408602150538,0.279569892473118,0.161290322580645,0.043010752688172,0.10752688172043,0.010752688172043,0.00537634408602151,0.344086021505376,0.043010752688172,-0.263440860215054,0.60752688172043,-0.172043010752688,-0.166666666666667,-0.860215053763441,0.408602150537634,6.52150537634409,4.11827956989247,0.876344086021505,2.16666666666667,2.04301075268817,3.80645161290323,3.16666666666667,3.02150537634409,3.14516129032258,2.46774193548387,1.33870967741935,2.2258064516129,4.41935483870968,1.10215053763441,1.44623655913978,0.456989247311828,1.36021505376344
"Philippines",2.76057791537668,3.0639834881321,3.10732714138287,2.79669762641899,2.17131062951496,2.87203302373581,2.25902992776058,2.55108359133127,2.49742002063983,2.77915376676987,3.01960784313725,2.66150670794634,4.20743034055728,0.625386996904025,1.11764705882353,-0.410732714138287,-0.458204334365325,0.669762641898865,0.0567595459236326,-0.697626418988648,0.191950464396285,0.135190918472652,0.299277605779154,0.120743034055728,0.0557275541795666,0.0928792569659443,0.0577915376676987,0.0134158926728586,0.123839009287926,0.0268317853457172,0.187822497420021,0.73374613003096,0.234262125902993,0.274509803921569,-0.423116615067079,0.409700722394221,6.32198142414861,4.14963880288958,1.15376676986584,2.24974200206398,1.76573787409701,4.54489164086687,4.0608875128999,4.03715170278638,3.36842105263158,3.31475748194014,1.45201238390093,2.70175438596491,4.76470588235294,1.38183694530444,1.48090815273478,0.923632610939113,1.53560371517028
"Poland",2.82083333333333,2.59166666666667,2.78125,2.6,2.63541666666667,2.30416666666667,1.82916666666667,2.85625,2.8125,2.17291666666667,2.46041666666667,3.64791666666667,4.52083333333333,1.03333333333333,1.04375,-0.541666666666667,-0.31875,0.235416666666667,0.235416666666667,-0.575,0.125,0.116666666666667,0.358333333333333,0.0833333333333333,0.0416666666666667,0.1125,0.0458333333333333,0.00833333333333333,0.329166666666667,0.0583333333333333,-0.18125,0.479166666666667,-0.583333333333333,0.5125,-0.191666666666667,0.585416666666667,5.67291666666667,3.99375,0.0729166666666667,1.41875,0.745833333333333,3.925,3.45416666666667,3.675,2.22083333333333,2.92916666666667,1.20833333333333,2.37291666666667,4.20416666666667,0.779166666666667,0.0333333333333333,0.458333333333333,0.702083333333333
"Portugal",3.0625,2.71875,2.84375,2.59375,2.21875,2.78125,2,2.6875,2.5,2.25,2.5,3.78125,4.6875,0.78125,1,-0.5625,-0.6875,0.84375,0,-0.84375,0.1875,0.1875,0.28125,0.09375,0.03125,0.09375,0.0625,0.03125,0.15625,0.0625,0.03125,1.125,-0.34375,-0.25,-0.6875,0.0625,6.40625,4.5625,0.96875,2.375,1.65625,4.53125,3.1875,3.96875,3.09375,2.96875,1.15625,3.03125,4.8125,1,0.53125,0.65625,2.3125
"Qatar",3.5,3.5,1.5,1.5,4,2,1.5,4,2,2,1.5,4.5,4.5,1.5,1.5,-0.5,0,0,0,-1,0.5,0,0,0,0,0.5,0,0,0,0,0.5,1.5,-0.5,-1,-2,1,6.5,5.5,0.5,3,0.5,6,4,5.5,4,2,1,2,5,-1,1,1,1.5
"Republic of Serbia",2.85527328714396,2.54426481909161,2.62971516551193,2.70053887605851,2.12625096227868,2.68283294842186,2.19245573518091,2.72363356428022,2.56043110084681,2.45496535796767,2.82371054657429,2.97151655119323,4.13702848344881,0.505773672055427,0.717474980754427,-0.905311778290993,-0.595842956120092,0.47036181678214,-0.110854503464203,-0.823710546574288,0.114703618167821,0.136258660508083,0.28175519630485,0.1270207852194,0.063125481139338,0.0908391070053888,0.0892994611239415,0.0107775211701309,0.214780600461894,0.0323325635103926,0.0985373364126251,0.509622786759045,-0.237105465742879,0.339491916859122,-0.311778290993072,0.331793687451886,6.67513471901463,4.14472671285604,1.41801385681293,1.95073133179369,1.4072363356428,4.33102386451116,3.75057736720554,3.85296381832179,3.34719014626636,3.17859892224788,1.33795227097768,3.00461893764434,4.04080061585835,0.826789838337182,0.677444187836797,0.144726712856043,0.121632024634334
"Romania",2.31239092495637,2.92204770215241,3.26701570680628,2.87085514834206,1.96102385107621,2.82838859802211,2.46480511925538,2.48109365910413,2.4956369982548,2.71669575334497,3.06864456079116,3.04188481675393,4.25421756835369,0.849331006399069,0.849912739965096,-0.716695753344968,-0.324607329842932,0.452006980802792,-0.077370564281559,-0.692844677137871,0.0820244328097731,0.0826061663757999,0.283885980221059,0.0651541593949971,0.0471204188481675,0.0570098894706225,0.0959860383944154,0.0058173356602676,0.35194880744619,0.0296684118673647,-0.183246073298429,0.445026178010471,-0.282140779522979,0.356602675974404,-0.0599185573007563,0.346713205351949,6.49040139616056,4.2065154159395,0.98196625945317,1.95695171611402,1.01570680628272,4.27865037812682,4.22629435718441,3.48574752763234,2.80570098894706,2.92844677137871,1.39674229203025,2.42524723676556,4.10471204188482,0.557300756253636,0.338568935427574,0.0482838859802211,1.0238510762071
"Russia",2.5089485458613,2.49888143176734,2.87024608501119,2.76398210290828,2.19574944071588,2.56823266219239,1.91834451901566,2.52348993288591,2.165548098434,2.32774049217002,2.53131991051454,3.04362416107383,4.48434004474273,0.628635346756152,0.691275167785235,-0.376957494407159,-0.470917225950783,0.329977628635347,0.146532438478747,-0.837807606263982,0.157718120805369,0.184563758389262,0.293064876957494,0.0850111856823266,0.0436241610738255,0.0771812080536913,0.174496644295302,0.00894854586129754,0.0659955257270693,0.0123042505592841,0.116331096196868,0.758389261744966,0.0212527964205817,0.253914988814318,-0.210290827740492,0.32662192393736,6.36241610738255,3.75503355704698,0.668903803131991,1.49888143176734,0.427293064876958,3.91834451901566,3.59507829977629,3.48993288590604,2.92281879194631,2.74384787472036,1.38478747203579,3.39261744966443,4.12863534675615,0.288590604026846,-0.507829977628635,-0.633109619686801,0.222595078299776
"Saudi Arabia",2.82847533632287,3.14910313901345,3.12331838565022,3.16031390134529,2.42937219730942,2.84304932735426,2.60201793721973,2.69394618834081,2.60650224215247,2.70515695067265,2.90022421524664,3.05381165919283,3.69394618834081,0.376681614349776,0.488789237668161,0.350896860986547,-0.395739910313901,0.536995515695067,-0.070627802690583,-0.556053811659193,0.182735426008969,0.195067264573991,0.255605381165919,0.0885650224215247,0.0269058295964126,0.0908071748878924,0.0526905829596413,0.0123318385650224,0.20067264573991,0.0224215246636771,-0.0291479820627803,0.451793721973094,-0.183856502242152,-0.617713004484305,-0.391255605381166,-0.00112107623318386,6.60538116591928,4.48318385650224,1.33408071748879,2.07511210762332,1.67600896860987,5.08744394618834,5.01681614349776,4.90134529147982,3.63004484304933,3.41031390134529,1.47533632286996,2.42488789237668,4.36210762331839,1.06165919282511,1.33968609865471,0.862107623318386,1.03699551569507
"Singapore",3.07843137254902,2.79084967320261,2.84313725490196,2.68627450980392,2.28758169934641,2.42483660130719,1.97385620915033,2.7516339869281,3.11111111111111,2.26797385620915,2.54248366013072,3.36601307189542,4.26143790849673,0.718954248366013,0.875816993464052,-0.150326797385621,-0.392156862745098,0.300653594771242,0.150326797385621,-0.490196078431373,0.0915032679738562,0.0522875816993464,0.34640522875817,0.0457516339869281,0.0326797385620915,0.0196078431372549,0.0065359477124183,0,0.529411764705882,0.0196078431372549,-0.568627450980392,0.300653594771242,-0.869281045751634,-0.993464052287582,-1.09150326797386,0.117647058823529,5.99346405228758,4.03921568627451,0.673202614379085,2.09803921568627,1.22875816993464,5.12418300653595,4.95424836601307,4.90849673202614,3.94117647058824,3.18954248366013,1.33986928104575,1.88888888888889,4.71895424836601,1.43137254901961,1.18300653594771,0.856209150326797,1.41830065359477
"Slovakia",2.16666666666667,2,3.66666666666667,3.33333333333333,2.33333333333333,3.5,2.83333333333333,2,3,3.33333333333333,3,3.83333333333333,4.5,0.5,0.666666666666667,-0.666666666666667,-0.333333333333333,0.5,-0.166666666666667,-1,0.166666666666667,0.166666666666667,0.5,0.166666666666667,0,0,0.166666666666667,0,0,0,0.166666666666667,0.333333333333333,0.333333333333333,0,0,-0.333333333333333,6.83333333333333,4.66666666666667,1.16666666666667,2.16666666666667,1.83333333333333,4.5,3.5,3.83333333333333,3.16666666666667,3,1.83333333333333,2.83333333333333,5.33333333333333,0.833333333333333,1,0.333333333333333,1.33333333333333
"Slovenia",2.5,1.5,4,3,2,3,1.5,2.5,2.5,3,4,4,3.5,0,0.5,0.5,-0.5,1,0,-1.5,0,0,1,0,0,0,0,0,0.5,0,-1,0,-1.5,-1.5,-1.5,0,7.5,4,0.5,2,-1,5,2,4.5,3.5,2.5,1.5,4,3,0.5,0.5,0,1
"South Africa",2.75678733031674,2.93099547511312,2.99547511312217,2.74321266968326,2.25452488687783,2.69796380090498,2.15497737556561,2.57692307692308,2.45588235294118,2.57013574660634,2.9106334841629,3.24773755656109,5.10407239819004,0.802036199095023,1.05203619909502,-0.53393665158371,-0.136877828054299,0.352941176470588,0.30316742081448,-0.617647058823529,0.142533936651584,0.113122171945701,0.330316742081448,0.154977375565611,0.0395927601809955,0.0780542986425339,0.0893665158371041,0.0180995475113122,0.110859728506787,0.0147058823529412,0.542986425339366,1.03393665158371,0.406108597285068,0.239819004524887,-0.108597285067873,0.377828054298643,6.2579185520362,3.96266968325792,0.774886877828054,2.23981900452489,1.65045248868778,4.37330316742081,3.76018099547511,4.04864253393665,3.22171945701357,3.05429864253394,1.43212669683258,3.06787330316742,3.93212669683258,0.80316742081448,0.729638009049774,0.427601809954751,1.59841628959276
"South Korea",2.36662883087401,2.90238365493757,2.71509648127128,2.5527809307605,2.35868331441544,2.31895573212259,2.29965947786606,2.48808172531215,2.46083995459705,2.32576617480136,2.76049943246311,2.88535754824064,4.24290578887628,0.217934165720772,0.382519863791146,0.213393870601589,-0.549375709421112,0.312145289443814,0.143019296254257,-0.664018161180477,0.120317820658343,0.102156640181612,0.353007945516459,0.0669693530079455,0.0590238365493757,0.0805902383654938,0.0476730987514188,0.00454029511918275,0.274687854710556,0.00454029511918275,0.197502837684449,0.601589103291714,-0.0908059023836549,-0.0556186152099886,-0.197502837684449,0.275822928490352,6.24404086265607,3.84449489216799,0.583427922814983,1.79341657207719,1.67196367763905,3.96140749148695,3.68217934165721,4.35754824063564,3.62542565266742,3.45175936435868,1.41203178206583,2.79909194097616,4.69693530079455,0.795686719636776,0.584562996594779,0.219069239500568,0.228149829738933
"Spain",2.58431952662722,2.42307692307692,2.82051282051282,2.62721893491124,2.04536489151874,1.88116370808678,2.36538461538462,2.58727810650888,2.35798816568047,2.27859960552268,2.58481262327416,4.09812623274162,4.64990138067061,0.781065088757396,1.05522682445759,-0.283037475345168,-0.371794871794872,0.382642998027613,0.140532544378698,-0.613412228796844,0.122781065088757,0.219921104536489,0.25,0.0862919132149901,0.0562130177514793,0.100591715976331,0.0927021696252465,0.014792899408284,0.236193293885602,0.0226824457593688,-0.310650887573964,0.316568047337278,-0.47879684418146,-0.0729783037475345,-0.370808678500986,0.554240631163708,6.62228796844181,4.37376725838264,1.01775147928994,2.02810650887574,2.05276134122288,4.43441814595661,4.07347140039448,3.87623274161736,2.84664694280079,3.05966469428008,1.37179487179487,3.22978303747535,4.18885601577909,1.44329388560158,0.770710059171598,0.992110453648915,1.99112426035503
"Sweden",2.44444444444444,2.38888888888889,2.96296296296296,2.77777777777778,1.81481481481481,2.83333333333333,2.51851851851852,2.24074074074074,2.57407407407407,2.72222222222222,2.7962962962963,4.62962962962963,3.33333333333333,0.518518518518518,0.722222222222222,0.0185185185185185,-1.11111111111111,0.888888888888889,-0.555555555555556,-1.24074074074074,0.148148148148148,0.240740740740741,0.518518518518518,0,0,0,0.0740740740740741,0,0.12962962962963,0.0185185185185185,-1,-0.0925925925925926,-1.38888888888889,-0.814814814814815,-1.01851851851852,-0.444444444444444,6.90740740740741,4.57407407407407,1.05555555555556,1.96296296296296,1.05555555555556,2.64814814814815,1.5,3.94444444444444,3.31481481481481,3.16666666666667,1.38888888888889,2.98148148148148,5.7962962962963,1.22222222222222,0.62962962962963,1.75925925925926,2.03703703703704
"Switzerland",2.32558139534884,2.09302325581395,3.02325581395349,2.83720930232558,1.97674418604651,2.76744186046512,2.30232558139535,2.34883720930233,2.27906976744186,2.58139534883721,2.76744186046512,4.23255813953488,3.27906976744186,0.581395348837209,0.744186046511628,-0.255813953488372,-0.767441860465116,0.837209302325581,-0.488372093023256,-1.18604651162791,0.13953488372093,0.27906976744186,0.372093023255814,0.0465116279069767,0.0465116279069767,0.0697674418604651,0.0232558139534884,0,0.209302325581395,0.0465116279069767,-0.744186046511628,-0.255813953488372,-1.18604651162791,-0.837209302325581,-0.906976744186046,0.0697674418604651,6.69767441860465,4.53488372093023,0.906976744186046,1.95348837209302,1.51162790697674,4.02325581395349,2.90697674418605,4.25581395348837,3.30232558139535,3.25581395348837,1.44186046511628,2.90697674418605,5.58139534883721,1.30232558139535,0.162790697674419,0.651162790697674,1.65116279069767
"Taiwan",2.82291666666667,2.04166666666667,2.85416666666667,2.78125,2.17708333333333,2.64583333333333,2.26041666666667,2.67708333333333,2.90625,2.38541666666667,2.58333333333333,3.15625,4.14583333333333,0.614583333333333,0.59375,0.197916666666667,-0.645833333333333,0.604166666666667,-0.0520833333333333,-1.13541666666667,0.0833333333333333,0.135416666666667,0.385416666666667,0,0.0104166666666667,0.0520833333333333,0,0,0.427083333333333,0,-0.46875,0.520833333333333,-0.708333333333333,-0.875,-1.08333333333333,0.28125,6.10416666666667,4.07291666666667,0.666666666666667,1.5,1.13541666666667,4.25,4.08333333333333,4.60416666666667,3.84375,3.35416666666667,1.41666666666667,2.1875,5.42708333333333,1.36458333333333,0.708333333333333,0.927083333333333,0.78125
"Thailand",2.89887640449438,3.38202247191011,3.15730337078652,2.80898876404494,2.12359550561798,2.51685393258427,2.13483146067416,2.61797752808989,2.87640449438202,2.65168539325843,3.0561797752809,3.66292134831461,4.84269662921348,0.887640449438202,1.1685393258427,-0.595505617977528,-0.404494382022472,0.820224719101124,0.314606741573034,-1.0561797752809,0.224719101123595,0.134831460674157,0.359550561797753,0.112359550561798,0.0561797752808989,0.0449438202247191,0.0112359550561798,0,0.179775280898876,0.0112359550561798,-0.561797752808989,0.764044943820225,-0.393258426966292,0.404494382022472,-0.292134831460674,0.382022471910112,6.35955056179775,4,0.820224719101124,2.15730337078652,1.67415730337079,3.60674157303371,2.98876404494382,3.62921348314607,2.10112359550562,2.57303370786517,1.51685393258427,2.37078651685393,5.55056179775281,1.23595505617978,1.21348314606742,0.539325842696629,1.21348314606742
"Trinidad and Tobago",3.21428571428571,2.78571428571429,2.57142857142857,2.64285714285714,2.85714285714286,2.92857142857143,2.21428571428571,3.21428571428571,2.5,1.85714285714286,2.28571428571429,3.57142857142857,4.5,0.785714285714286,0.928571428571429,-0.857142857142857,-0.5,0.571428571428571,-0.285714285714286,-0.428571428571429,0.214285714285714,0,0.5,0,0,0,0.142857142857143,0,0.0714285714285714,0,0.142857142857143,0.642857142857143,-0.142857142857143,-0.214285714285714,-0.5,0.142857142857143,6.64285714285714,4.35714285714286,1.57142857142857,2.14285714285714,0.928571428571429,3.92857142857143,3.78571428571429,3.35714285714286,2.78571428571429,2.21428571428571,1.28571428571429,2.92857142857143,4.78571428571429,0.857142857142857,0.928571428571429,0.714285714285714,1.64285714285714
"Tunisia",2.87179487179487,3,2.82051282051282,2.25641025641026,2.15384615384615,2.43589743589744,2.02564102564103,2.69230769230769,2.43589743589744,2.05128205128205,2.20512820512821,3.38461538461538,3.84615384615385,1,1.07692307692308,-0.666666666666667,-0.641025641025641,0.435897435897436,-0.333333333333333,-0.846153846153846,0.256410256410256,0.179487179487179,0.153846153846154,0.153846153846154,0.102564102564103,0.128205128205128,0.0512820512820513,0,0,0.0512820512820513,0.128205128205128,0.538461538461538,0.0769230769230769,-0.102564102564103,-0.512820512820513,0.128205128205128,5.05128205128205,3.56410256410256,1.12820512820513,2.35897435897436,1.1025641025641,4.43589743589744,4.07692307692308,3.43589743589744,3.33333333333333,3.07692307692308,1.66666666666667,3.17948717948718,4.82051282051282,1.41025641025641,1.82051282051282,1.35897435897436,1.66666666666667
"Turkey",3.17729257641921,3.2174672489083,2.77379912663755,2.36244541484716,2.6,2.52576419213974,2.2174672489083,2.89868995633188,2.68384279475983,2.44017467248908,2.56768558951965,3.79126637554585,4.74585152838428,0.840174672489083,0.964192139737991,-0.62882096069869,-0.266375545851528,0.307423580786026,0.19825327510917,-0.570305676855895,0.173799126637555,0.182532751091703,0.249781659388646,0.0925764192139738,0.0733624454148472,0.101310043668122,0.104803493449782,0.00262008733624454,0.138864628820961,0.0157205240174672,0.0349344978165939,0.501310043668122,0.0165938864628821,0.105676855895197,-0.422707423580786,0.581659388646288,5.87510917030568,3.882096069869,1.10742358078603,2.25240174672489,0.903930131004367,3.38777292576419,3.12489082969432,3.52139737991266,3.06812227074236,2.88995633187773,1.40960698689956,2.9589519650655,4.63842794759825,1.28122270742358,0.867248908296943,-0.0157205240174672,1.20087336244541
"Ukraine",2.39154616240267,2.4860956618465,3.02002224694105,2.73526140155729,2.08008898776418,2.68854282536151,2.13125695216908,2.32480533926585,2.18020022246941,2.38375973303671,2.62180200222469,3.12791991101224,4.64293659621802,0.555061179087875,0.729699666295884,-0.569521690767519,-0.421579532814238,0.365962180200222,0.145717463848721,-0.741935483870968,0.150166852057842,0.159065628476085,0.28476084538376,0.136818687430478,0.0589543937708565,0.101223581757508,0.110122358175751,0.014460511679644,0.0889877641824249,0.017797552836485,0.186874304783092,0.727474972191324,0.17686318131257,0.508342602892102,-0.222469410456062,0.417130144605117,6.32369299221357,3.77641824249166,0.805339265850946,1.59621802002225,0.682981090100111,3.67408231368187,2.97330367074527,3.11123470522803,2.48832035595106,2.66184649610679,1.40489432703003,3.14794215795328,4.46829810901001,0.269187986651835,-0.125695216907675,-0.352614015572859,0.152391546162403
"United Arab Emirates",2.87719298245614,2.71929824561404,3.14035087719298,2.98245614035088,2.35087719298246,2.68421052631579,2.21052631578947,2.59649122807018,2.56140350877193,2.49122807017544,2.98245614035088,3.56140350877193,3.92982456140351,0.526315789473684,0.578947368421053,-0.228070175438596,-0.491228070175439,0.508771929824561,-0.087719298245614,-0.666666666666667,0.0701754385964912,0.175438596491228,0.456140350877193,0.087719298245614,0,0.0350877192982456,0.0175438596491228,0.0175438596491228,0.245614035087719,0,-0.43859649122807,0.210526315789474,-0.771929824561403,-1.03508771929825,-0.964912280701754,-0.157894736842105,6.29824561403509,4.36842105263158,1.01754385964912,2.43859649122807,1.70175438596491,4.98245614035088,4.75438596491228,5,3.68421052631579,3.24561403508772,1.43859649122807,2.35087719298246,5.03508771929825,1.28070175438596,1.50877192982456,0.421052631578947,1.52631578947368
"United Kingdom",2.76626506024096,2.47871485943775,2.85943775100402,2.60321285140562,2.15341365461847,2.42570281124498,1.83935742971888,2.55020080321285,2.43132530120482,2.16787148594377,2.67389558232932,3.93253012048193,4.13092369477912,0.580722891566265,0.754216867469879,-0.375903614457831,-0.417670682730924,0.443373493975904,-0.0273092369477912,-0.602409638554217,0.125301204819277,0.253815261044177,0.169477911646586,0.0481927710843374,0.0321285140562249,0.0578313253012048,0.207228915662651,0.0337349397590361,0.129317269076305,0.0248995983935743,-0.301204819277108,0.391967871485944,-0.605622489959839,-0.229718875502008,-0.416064257028112,0.110843373493976,6.34377510040161,4.10441767068273,0.579919678714859,2.18313253012048,1.40803212851406,3.96305220883534,2.98393574297189,3.92610441767068,3.05622489959839,3.12610441767068,1.39919678714859,3.5710843373494,4.24658634538153,0.830522088353414,0.509236947791165,0.669076305220884,1.67228915662651
"United Republic of Tanzania",5,1,1,1,4,3,4,5,5,2,1,5,6,-1,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,10,6,3,3,1,5,2,6,3,3,1,2,5,2,2,2,3
"United States of America",3.02929292929293,2.72453102453102,2.71847041847042,2.55440115440115,2.36637806637807,2.3979797979798,1.91659451659452,2.83708513708514,2.65281385281385,2.18369408369408,2.54473304473304,3.83665223665224,4.63520923520923,0.747186147186147,0.942568542568543,-0.596969696969697,-0.441269841269841,0.465800865800866,0.0725829725829726,-0.697546897546898,0.162193362193362,0.149350649350649,0.376623376623377,0.0821067821067821,0.0581529581529582,0.0643578643578644,0.0764790764790765,0.0272727272727273,0.135930735930736,0.0193362193362193,0.12049062049062,0.832178932178932,-0.180663780663781,-0.134487734487734,-0.402453102453102,0.391630591630592,6.23419913419913,4.08023088023088,0.743001443001443,2.31717171717172,1.27431457431457,3.88470418470418,2.55757575757576,3.74184704184704,2.68917748917749,3.1017316017316,1.39451659451659,2.98773448773449,4.55844155844156,1.04862914862915,0.67950937950938,0.807503607503608,1.79393939393939
"Uruguay",2.75,1.75,3,2.5,2.5,2.25,3.25,2.25,2.25,2.5,3,3.5,2.75,1,1,-1,-1,0.5,-1,-1.25,0.25,0,0.25,0,0,0,0.25,0,0.75,0.25,-1.5,0,-1.5,-0.75,0.75,0.5,6.25,5,1.75,2.25,2.25,3,1.5,4,2.75,3,1.5,2.75,5,1.75,1,1,2
"Uzbekistan",4,1,2,1,2,1,1,3,2,2,3,1,3,1,1,0,-1,1,-1,-2,0,0,0,0,0,0,0,0,1,0,0,1,1,-1,0,-2,9,5,2,3,2,6,5,4,4,3,1,1,5,0,1,1,0
"Venezuela",3,2.83333333333333,2.66666666666667,3.33333333333333,2.16666666666667,1.5,2,3,2,1.83333333333333,2.33333333333333,4,4.33333333333333,0.833333333333333,1,0,-0.333333333333333,0.166666666666667,0.833333333333333,-1,0.166666666666667,0.166666666666667,0.666666666666667,0.166666666666667,0,0,0,0,0.166666666666667,0.166666666666667,0.666666666666667,1.5,0.833333333333333,0.5,0,1.16666666666667,6.66666666666667,5,1.66666666666667,2.5,2.66666666666667,3.66666666666667,3.33333333333333,3.33333333333333,3,3.16666666666667,1.66666666666667,3.83333333333333,4.83333333333333,1.66666666666667,1.66666666666667,0.333333333333333,1.66666666666667
"Vietnam",2.43243243243243,2.41891891891892,3.72972972972973,3.14189189189189,1.74324324324324,2.80405405405405,2.45945945945946,2.15540540540541,1.81081081081081,2.64864864864865,3.2972972972973,3.26351351351351,5.02702702702703,0.0202702702702703,0.108108108108108,0.391891891891892,-0.567567567567568,0.5,-0.141891891891892,-0.864864864864865,0.101351351351351,0.114864864864865,0.189189189189189,0.0810810810810811,0.114864864864865,0.0675675675675676,0.0202702702702703,0,0.560810810810811,0.0472972972972973,0.0608108108108108,0.506756756756757,-0.0675675675675676,-0.878378378378378,-0.655405405405405,-0.00675675675675676,6.83783783783784,4.38513513513514,1.17567567567568,2.0472972972973,1.54054054054054,5.19594594594595,4.79054054054054,5.15540540540541,4.08108108108108,3.64864864864865,1.27702702702703,1.59459459459459,4.98648648648649,1.25675675675676,1.47972972972973,0.986486486486487,1.39864864864865
